2025-04-19 02:11:41 root         INFO     Starting GetRecords Consumer
2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': 'c5ad051b-68dc-4b94-bfab-cfdaa8e6e9d0', 'customer_number': 481, 'city': 'San Francisco', 'country': 'USA', 'credit_limit': 119153, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S50_1341', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S700_4002', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S10_1678', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49662502041655539524013595714732226518228834142067359746
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': 'c5ad051b-68dc-4b94-bfab-cfdaa8e6e9d0', 'customer_number': 481, 'city': 'San Francisco', 'country': 'USA', 'credit_limit': 119153, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S50_1341', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S700_4002', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S10_1678', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 380559), 'overall_product_quantity': 28, 'overall_in_shopping_cart': 10, 'total_different_products': 4}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086310602227640560130170290178 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': '6af162dd-9acf-4aef-a995-856970b720e0', 'customer_number': 156, 'city': 'Reims', 'country': 'France', 'credit_limit': 25401, 'browse_history': [{'product_code': 'S12_1666', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S18_1129', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S700_2834', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S24_3432', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49662502041655539524013595715325809095659617754042859522
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': '6af162dd-9acf-4aef-a995-856970b720e0', 'customer_number': 156, 'city': 'Reims', 'country': 'France', 'credit_limit': 25401, 'browse_history': [{'product_code': 'S12_1666', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S18_1129', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S700_2834', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S24_3432', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 403218), 'overall_product_quantity': 27, 'overall_in_shopping_cart': 20, 'total_different_products': 4}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086331153966574008894859771906 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': '6801bd5c-a245-418e-ab2d-dd596a332f81', 'customer_number': 224, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 129834, 'browse_history': [{'product_code': 'S18_3856', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S18_3320', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S24_3969', 'quantity': '2', 'in_shopping_cart': False}]} from Shard shardId-000000000000 at position 49662502041655539524013595717587709304158591345099800578
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': '6801bd5c-a245-418e-ab2d-dd596a332f81', 'customer_number': 224, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 129834, 'browse_history': [{'product_code': 'S18_3856', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S18_3320', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S24_3969', 'quantity': '2', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 424968), 'overall_product_quantity': 16, 'overall_in_shopping_cart': 0, 'total_different_products': 3}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086354123557146686849179189250 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': '2d14fca0-f520-4488-827c-089c5b967f0d', 'customer_number': 124, 'city': 'Hatfield', 'country': 'South Africa', 'credit_limit': 17939, 'browse_history': [{'product_code': 'S24_2840', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S18_3320', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_1444', 'quantity': '1', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49662502041655539524013595718469016226657657112972230658
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': '2d14fca0-f520-4488-827c-089c5b967f0d', 'customer_number': 124, 'city': 'Hatfield', 'country': 'South Africa', 'credit_limit': 17939, 'browse_history': [{'product_code': 'S24_2840', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S18_3320', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_1444', 'quantity': '1', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 451463), 'overall_product_quantity': 4, 'overall_in_shopping_cart': 4, 'total_different_products': 3}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086368630666982062399275663362 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': 'ff3b373c-e893-4ea6-a40a-d1c9e7fb08b8', 'customer_number': 279, 'city': 'Bern', 'country': 'Switzerland', 'credit_limit': 70205, 'browse_history': [{'product_code': 'S50_4713', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S12_1666', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_2248', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_1937', 'quantity': '10', 'in_shopping_cart': True}]} from Shard shardId-000000000000 at position 49662502041655539524013595722098211537140777949889298434
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': 'ff3b373c-e893-4ea6-a40a-d1c9e7fb08b8', 'customer_number': 279, 'city': 'Bern', 'country': 'Switzerland', 'credit_limit': 70205, 'browse_history': [{'product_code': 'S50_4713', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S12_1666', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_2248', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_1937', 'quantity': '10', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 470788), 'overall_product_quantity': 23, 'overall_in_shopping_cart': 23, 'total_different_products': 4}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086383137776817437949372137474 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': '8988db3d-b0e4-4e1c-8a9b-bbef216f4896', 'customer_number': 481, 'city': 'Reggio Emilia', 'country': 'Italy', 'credit_limit': 37928, 'browse_history': [{'product_code': 'S18_2957', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49662502041677840269212126316013965566229733233683070994
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': '8988db3d-b0e4-4e1c-8a9b-bbef216f4896', 'customer_number': 481, 'city': 'Reggio Emilia', 'country': 'Italy', 'credit_limit': 37928, 'browse_history': [{'product_code': 'S18_2957', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 531412), 'overall_product_quantity': 8, 'overall_in_shopping_cart': 8, 'total_different_products': 1}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086426659106323564599661559810 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': 'a91e4412-2a02-4c11-a270-77f791b2eea2', 'customer_number': 445, 'city': 'North Sydney', 'country': 'Australia', 'credit_limit': 127229, 'browse_history': [{'product_code': 'S24_2000', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_2248', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S700_2610', 'quantity': '4', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49662502041677840269212126316248497175234971637173452818
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': 'a91e4412-2a02-4c11-a270-77f791b2eea2', 'customer_number': 445, 'city': 'North Sydney', 'country': 'Australia', 'credit_limit': 127229, 'browse_history': [{'product_code': 'S24_2000', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_2248', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S700_2610', 'quantity': '4', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 552106), 'overall_product_quantity': 10, 'overall_in_shopping_cart': 6, 'total_different_products': 3}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086454464400174701070679801858 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': '38538886-3384-49ea-ad78-5b2a6a8397c1', 'customer_number': 493, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 72265, 'browse_history': [{'product_code': 'S18_3233', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_3140', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S50_1514', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49662502041677840269212126317908352325565859418190381074
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': '38538886-3384-49ea-ad78-5b2a6a8397c1', 'customer_number': 493, 'city': 'Auckland', 'country': 'New Zealand', 'credit_limit': 72265, 'browse_history': [{'product_code': 'S18_3233', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S18_3140', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S50_1514', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 574970), 'overall_product_quantity': 21, 'overall_in_shopping_cart': 0, 'total_different_products': 3}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086467762584190461991601569794 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': '95aa412a-1b13-4ab0-bcbe-b3068405afc3', 'customer_number': 188, 'city': 'Pasadena', 'country': 'USA', 'credit_limit': 85478, 'browse_history': [{'product_code': 'S18_1129', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3420', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_3432', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S24_2766', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49662502041677840269212126321986059115126008159959777298
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': '95aa412a-1b13-4ab0-bcbe-b3068405afc3', 'customer_number': 188, 'city': 'Pasadena', 'country': 'USA', 'credit_limit': 85478, 'browse_history': [{'product_code': 'S18_1129', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S24_3420', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_3432', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S24_2766', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 594743), 'overall_product_quantity': 30, 'overall_in_shopping_cart': 19, 'total_different_products': 5}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086477433990747379024999219202 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': '2ebfc96b-72f7-4d22-8316-be1d6820bede', 'customer_number': 121, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 134999, 'browse_history': [{'product_code': 'S24_2840', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_2325', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S12_3990', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_4675', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S24_4048', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000001 at position 49662502041677840269212126322242351388884309888594870290
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': '2ebfc96b-72f7-4d22-8316-be1d6820bede', 'customer_number': 121, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 134999, 'browse_history': [{'product_code': 'S24_2840', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S18_2325', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S12_3990', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S12_4675', 'quantity': '9', 'in_shopping_cart': True}, {'product_code': 'S24_4048', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 619791), 'overall_product_quantity': 20, 'overall_in_shopping_cart': 19, 'total_different_products': 5}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086496776803861213091794518018 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': '6434334a-a755-4fde-83d9-08a7053fb1ef', 'customer_number': 268, 'city': 'Frankfurt', 'country': 'Germany', 'credit_limit': 105894, 'browse_history': [{'product_code': 'S12_3891', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49662502041677840269212126322567552434360645480188215314
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': '6434334a-a755-4fde-83d9-08a7053fb1ef', 'customer_number': 268, 'city': 'Frankfurt', 'country': 'Germany', 'credit_limit': 105894, 'browse_history': [{'product_code': 'S12_3891', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 655968), 'overall_product_quantity': 7, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086519746394433891046113935362 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': 'acfc8a39-c942-4a27-a70b-8c9d973bd2c0', 'customer_number': 105, 'city': 'Strasbourg', 'country': 'France', 'credit_limit': 71169, 'browse_history': [{'product_code': 'S700_2610', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_2841', 'quantity': '3', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49662502041677840269212126323008810358519985609992306706
2025-04-19 02:11:42 root         INFO     Processed User Session {'session_id': 'acfc8a39-c942-4a27-a70b-8c9d973bd2c0', 'customer_number': 105, 'city': 'Strasbourg', 'country': 'France', 'credit_limit': 71169, 'browse_history': [{'product_code': 'S700_2610', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S24_2841', 'quantity': '3', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2025, 4, 19, 2, 11, 42, 676765), 'overall_product_quantity': 11, 'overall_in_shopping_cart': 8, 'total_different_products': 2}
2025-04-19 02:11:42 root         INFO     Produced record 49662503229482431778552339086540298133367339742083940354 to Shard shardId-000000000000


2025-04-19 02:11:42 root         INFO     Read User Session {'session_id': 'eb695bab-efee-473d-ac98-fa973c21829b', 'customer_number': 208, 'city': 'Barcelona', 'country': 'Spain', 'credit_limit': 71532, 'browse_history': [{'product_code': 'S12_3990', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_4620', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S24_3969', 'quantity': '9', 'in_shopping_cart': False}]} from Shard shardId-000000000001 at position 49662502041677840269212126326086735495258834924768067602
